#{"t_start": 1789049545.821065, "env_id": "None"}
r,l,t
-78.2,54,698.164703
-15.8,47,698.237947
-61.5,36,700.347975
95.6,86,700.497167
302.3,57,700.586331
262.9,72,700.699354
321.0,55,700.786686
16.6,56,700.875581
307.2,56,700.963216
80.2,80,701.088172
75.2,66,701.191416
290.5,54,701.276274
-45.1,37,701.338233
19.2,50,701.417774
282.1,80,701.558981
40.4,43,701.626796
317.2,77,701.748392
275.7,56,701.837225
-27.5,85,701.969621
301.2,86,702.103841
-92.7,31,702.153166
23.2,61,702.247837
-66.3,78,702.372057
317.2,49,702.449669
282.2,61,702.544311
-68.0,46,702.617078
277.2,64,702.718598
82.4,60,702.814051
306.1,72,702.927611
287.2,57,703.016543
302.3,65,703.119259
258.7,73,703.233061
292.0,72,703.349626
308.6,81,703.47632
289.1,82,705.694849
317.2,57,705.787139
58.8,58,705.878588
11.2,69,705.985305
-55.7,40,706.049129
51.7,58,706.140506
312.2,55,706.226264
292.2,45,706.297367
62.8,63,706.3999
326.2,68,706.504778
-30.9,65,706.60675
295.5,98,706.758437
-7.4,42,706.8253
289.1,71,706.937299
-156.0,71,707.047973
-4.8,56,707.136861
-49.0,46,707.210324
96.1,54,707.295612
-61.8,29,707.344224
23.6,71,707.45332
57.5,72,707.567225
274.2,65,707.67099
286.0,77,707.794972
-81.3,41,707.860648
62.9,57,707.949135
36.0,72,708.061543
-3.8,41,708.126663
23.6,69,708.269912
258.9,49,708.39871
62.8,61,708.563911
-28.5,32,708.643439
-141.4,37,708.7097
282.2,58,708.808717
250.3,72,708.920307
49.3,50,709.000389
47.2,66,709.104001
11.0,55,711.240875
-79.9,38,711.301746
-58.2,15,711.328251
-71.7,73,711.444826
303.1,60,711.539122
42.8,50,711.61904
273.8,67,711.724778
18.7,44,711.795742
-66.1,62,711.9012
15.6,52,711.982087
47.0,76,712.103359
-38.1,42,712.171504
314.2,57,712.260295
-13.9,39,712.322121
316.2,70,712.435851
-71.2,30,712.483414
256.4,65,712.583947
61.8,75,712.702949
12.2,56,712.790797
320.2,51,712.879261
33.1,48,712.956804
273.8,84,713.088207
-117.2,48,713.164366
308.0,59,713.257808
286.9,83,713.392119
311.1,69,713.499586
48.3,48,713.576294
314.2,68,713.682657
-110.1,52,713.765548
4.0,48,713.841443
277.2,57,713.942053
-38.6,80,714.070123
349.2,76,714.18775
302.2,58,714.278051
295.2,71,714.391577
100.1,56,716.51852
-7.5,47,716.596088
33.8,65,716.699496
307.2,72,716.814738
-31.0,38,716.877214
-18.8,60,716.976449
39.4,66,717.093803
292.2,59,717.187676
48.9,56,717.27834
14.1,53,717.366557
30.4,41,717.433241
50.4,45,717.505686
26.3,53,717.589435
287.3,77,717.711673
12.1,59,717.806915
66.4,93,717.955315
272.1,86,718.105887
292.2,69,718.215731
285.8,63,718.315953
17.0,81,718.447252
-10.7,40,718.511351
-26.6,44,718.581723
312.2,52,718.662751
302.2,58,718.753015
286.8,72,718.867433
292.2,55,718.953031
302.0,66,719.056221
32.2,52,719.137409
-0.0,41,719.202528
27.1,60,719.29705
-11.0,55,719.38563
-3.6,72,719.499936
7.3,62,719.598203
312.2,57,719.688451
3.6,41,719.754948
-22.5,46,721.872884
3.6,60,721.969596
-67.6,36,722.026868
-9.0,58,722.119008
301.2,62,722.230561
317.2,72,722.346887
277.2,53,722.431684
-60.6,36,722.490549
322.2,52,722.573612
297.2,70,722.683473
30.4,46,722.757596
285.2,61,722.854804
45.4,33,722.907396
58.5,56,722.996832
-0.7,35,723.052387
55.4,90,723.192722
-18.9,52,723.276104
287.2,57,723.368742
3.1,63,723.469256
332.2,57,723.559802
317.2,52,723.642878
21.1,76,723.761954
48.0,62,723.861126
-16.8,33,723.915028
51.1,60,724.027166
37.6,61,724.128411
271.8,78,724.259705
-90.5,25,724.299891
-74.8,51,724.382816
23.9,56,724.475715
21.5,66,724.579966
85.3,73,724.697655
266.7,63,724.797637
264.9,66,724.902824
338.2,69,725.016287
6.0,45,725.08973
11.5,48,727.228524
280.0,84,727.365502
-41.7,75,727.482187
292.2,48,727.558165
-10.6,51,727.639087
4.3,62,727.737612
-7.3,73,727.851608
37.2,54,727.937186
25.7,78,728.059719
-10.6,63,728.158603
283.2,70,728.268088
-24.1,43,728.336743
306.7,83,728.473933
-44.4,37,728.532121
286.1,56,728.61957
303.0,74,728.73401
29.9,57,728.824696
-26.2,66,728.928151
-69.1,74,729.042271
-34.6,88,729.179267
30.3,54,729.263978
-5.7,48,729.340058
24.3,48,729.418064
276.2,55,729.512971
39.4,54,729.59814
297.2,55,729.684791
21.8,54,729.770391
-48.2,34,729.824992
-48.5,75,729.9417
50.4,50,730.020455
292.1,74,730.136464
297.2,65,730.238257
318.9,89,730.380848
307.2,53,732.488487
-51.8,36,732.547641
24.7,59,732.647338
323.3,84,732.778351
41.1,67,732.883262
257.6,51,732.963579
12.5,48,733.040191
75.1,57,733.130667
286.9,78,733.253165
-4.6,37,733.312185
280.8,66,733.418854
5.8,83,733.548776
65.4,70,733.671138
331.2,67,733.776802
-102.4,53,733.859548
-66.2,29,733.90638
286.0,60,734.000416
-25.4,77,734.120187
302.1,63,734.218469
48.1,63,734.322403
52.5,55,734.412919
-27.8,46,734.485947
36.2,56,734.57805
274.5,57,734.679925
292.2,68,734.788708
-116.9,20,734.822199
-69.2,50,734.900774
18.5,73,735.017219
-26.4,73,735.130781
42.1,63,735.230625
321.2,75,735.350963
297.2,65,735.456866
-8.8,36,735.515244
39.4,51,735.595599
-22.4,88,735.756777
-52.6,63,737.906635
316.2,70,738.016963
293.9,68,738.123057
-36.2,53,738.207561
314.2,52,738.291209
40.8,55,738.382339
294.4,55,738.470197
-66.5,22,738.506537
42.1,48,738.583765
310.7,73,738.699278
13.0,54,738.789467
297.3,68,738.907811
337.2,68,739.015362
19.8,58,739.10831
-43.4,80,739.2323
-1.4,35,739.289507
297.2,49,739.371474
40.3,59,739.464431
26.3,43,739.534402
275.7,69,739.643787
70.4,54,739.727929
27.9,83,739.860231
30.4,55,739.946283
42.1,76,740.068703
5.8,47,740.145921
24.2,67,740.252463
8.6,42,740.322854
23.9,74,740.444135
40.2,79,740.567151
41.2,82,740.699063
300.9,63,740.797095
300.6,68,740.911021
-58.2,41,740.975816
306.4,66,741.080384
106.8,71,743.614185
315.7,52,743.697172
297.2,51,743.776088
332.2,71,743.88828
277.2,53,743.972314
42.4,43,744.041409
25.7,31,744.092164
-58.2,46,744.166091
8.7,66,744.270371
107.7,74,744.388736
38.2,47,744.465559
79.8,54,744.550897
303.9,62,744.648353
-74.3,37,744.710053
327.1,56,744.797313
-48.3,55,744.884074
-10.5,48,744.961505
-107.9,45,745.040717
62.4,64,745.143521
292.2,68,745.251556
307.2,56,745.34189
97.1,58,745.437756
65.4,49,745.51634
-60.2,38,745.577264
11.9,38,745.637878
25.8,52,745.721712
294.7,74,745.838316
-17.3,95,745.986295
3.6,41,746.060134
-59.9,52,746.146298
-41.2,70,746.253619
-40.5,46,746.326848
37.6,40,746.395676
-100.2,42,746.462715
38.2,66,746.567546
-65.3,76,746.686898
49.1,58,746.779507
-45.3,38,748.881942
258.9,68,748.991325
309.5,89,749.131028
40.8,58,749.227416
-1.4,41,749.292856
257.0,58,749.38696
-25.5,37,749.444672
299.2,54,749.53038
-52.8,44,749.59769
357.2,67,749.703612
291.7,81,749.828964
267.2,56,749.917184
23.9,49,749.995142
23.3,60,750.089638
-13.1,32,750.143275
287.2,57,750.24465
19.6,47,750.320702
31.1,78,750.445913
43.9,78,750.569354
292.5,66,750.673823
31.6,79,750.796355
-1.4,64,750.895761
-47.0,48,750.971736
-6.4,33,751.024503
300.2,65,751.127224
276.8,65,751.228637
-61.0,53,751.325155
-79.4,41,751.3934
312.2,49,751.471447
49.0,66,751.574593
334.8,71,751.686685
261.8,103,751.849403
319.0,51,751.947831
4.0,50,752.032903
287.2,50,752.112224
-1.4,28,754.138643
-28.5,33,754.195601
278.3,70,754.307816
314.0,72,754.434186
-49.4,40,754.497447
-11.6,76,754.616293
321.4,61,754.710825
321.0,63,754.809558
312.5,71,754.920677
55.4,65,755.0222
-48.2,49,755.099896
307.2,60,755.195081
274.9,85,755.332352
45.4,69,755.45387
59.4,58,755.546388
276.6,67,755.65079
305.2,83,755.779035
-6.4,29,755.825428
8.6,53,755.908329
282.2,53,755.990979
-107.8,50,756.070635
34.6,58,756.161756
318.2,81,756.289082
56.8,72,756.403884
15.4,74,756.520401
-1.1,54,756.606144
-25.4,50,756.685094
302.2,59,756.780245
17.5,56,756.869555
37.4,79,757.012394
322.2,54,757.105515
55.9,84,757.249274
322.2,50,757.3272
297.2,67,757.435806
94.5,65,759.529509
53.0,55,759.630382
292.2,48,759.705182
290.1,73,759.819232
11.1,51,759.899152
277.5,56,759.987234
275.5,66,760.091677
-100.0,45,760.162795
26.5,51,760.243942
296.7,70,760.353827
-26.1,47,760.430405
-23.8,61,760.52564
56.6,45,760.597121
40.4,42,760.664732
3.6,55,760.750286
46.1,70,760.860815
-29.2,33,760.91417
7.3,74,761.030345
282.2,47,761.102638
292.2,54,761.18661
50.4,52,761.267853
38.6,52,761.350449
53.7,65,761.455285
-68.5,20,761.489543
-39.8,65,761.595321
-73.6,86,761.735328
-58.1,64,761.834912
45.4,64,761.935111
-8.3,43,762.016963
9.0,44,762.087361
-82.3,37,762.151906
327.2,48,762.226677
317.2,63,762.336961
274.4,62,762.436773
-52.4,62,762.535017
68.0,50,762.630962
-19.5,40,762.697839
19.4,69,764.776069
71.5,66,764.883052
2.9,53,764.966243
-78.4,41,765.030457
22.7,40,765.094952
-43.0,52,765.177424
40.8,74,765.295465
85.4,52,765.380233
304.2,62,765.478997
311.0,63,765.577356
307.2,58,765.66856
19.4,51,765.754769
304.2,69,765.863612
-120.2,64,765.965005
60.8,62,766.062118
42.4,48,766.138892
46.2,75,766.255327
290.2,82,766.390664
30.1,50,766.470752
310.2,69,766.579918
55.0,61,766.676867
22.4,69,766.799305
295.2,56,766.888939
-15.2,45,766.9609
252.1,73,767.09569
292.2,50,767.179077
287.2,58,767.27204
90.8,82,767.422696
294.7,63,767.521606
254.2,58,767.626647
17.1,70,767.737978
-125.8,31,767.791911
-100.0,43,767.873051
28.7,69,767.981229
11.5,71,770.178142
346.2,62,770.327328
284.6,62,770.487654
5.6,71,770.684577
-78.3,39,770.815029
16.9,78,771.037347
2.0,57,771.158446
317.2,67,771.284785
54.2,55,771.467256
-38.6,56,771.576465
307.2,77,771.782574
-91.7,54,771.883401
-32.9,50,771.974583
272.5,70,772.179741
-26.3,63,772.338819
20.4,58,772.712105
-52.8,46,772.863025
328.8,72,773.04503
302.2,74,773.206356
-100.0,43,773.310293
-24.8,49,773.449419
32.9,67,773.560146
-7.4,39,773.623327
297.9,76,773.751402
-71.5,51,773.857319
-14.4,41,773.979945
1.7,66,774.162826
10.9,63,774.293923
41.6,72,774.423961
40.8,76,774.595963
11.0,87,774.779132
83.4,64,774.885068
307.2,64,774.985922
278.5,93,777.642629
301.2,75,777.788918
313.9,93,777.942652
66.6,61,778.042045
-86.8,36,778.116526
18.5,60,778.211706
-18.5,52,778.293216
-20.8,52,778.383987
-92.1,33,778.4378
68.9,50,778.525951
-63.3,34,778.581854
-58.6,42,778.648292
40.1,81,778.777143
-51.4,51,778.857396
8.6,55,778.947224
-31.5,78,779.07376
-63.6,53,779.159247
54.7,55,779.245815
-36.0,72,779.358001
-85.5,80,779.497007
296.9,79,779.619276
270.9,75,779.742631
316.0,64,779.843657
312.9,67,779.949374
0.5,47,780.024432
301.2,73,780.138404
-71.0,76,780.256166
59.4,68,780.408711
-15.0,37,780.490928
292.2,47,780.566338
14.0,76,780.685933
292.2,47,780.762339
27.0,64,780.862546
-44.5,62,780.971446
287.7,68,783.250151
291.1,51,783.361194
-44.4,47,783.457348
73.9,53,783.572125
-92.6,45,783.654949
-85.8,69,783.773111
287.2,56,783.869321
47.1,49,783.953338
-60.6,70,784.068521
-1.4,46,784.141221
73.0,53,784.229367
1.5,72,784.339541
-15.8,54,784.429824
265.2,49,784.517915
-146.4,68,784.648991
312.2,52,784.753698
309.2,61,784.88567
62.1,45,785.013261
43.7,91,785.3071
-8.7,67,785.422061
47.2,60,785.536323
-99.9,63,785.714005
275.3,78,785.923704
286.3,60,786.061061
-59.7,31,786.11005
308.2,70,786.227352
9.4,59,786.390785
-77.0,45,786.517317
307.2,62,786.627855
274.2,58,786.773865
289.1,68,786.941471
64.3,68,787.105059
28.6,55,787.264059
-74.5,50,787.373273
12.8,62,787.506135
-23.2,35,789.67405
11.1,64,789.775225
327.2,74,789.896753
-40.6,34,789.951613
312.2,63,790.050932
-8.1,52,790.133131
255.5,57,790.224757
47.8,63,790.325674
317.3,72,790.440903
275.5,55,790.535768
314.2,84,790.669603
-16.5,60,790.762914
-25.8,63,790.869154
331.0,93,791.016157
-1.9,43,791.091284
14.0,61,791.187817
21.0,65,791.288818
59.0,61,791.388243
293.6,46,791.460261
302.2,57,791.549219
310.7,55,791.63472
-3.2,52,791.738533
310.4,78,791.961437
-22.4,30,792.072719
305.0,85,792.229622
12.4,63,792.344884
-84.5,37,792.413461
-130.4,46,792.490924
292.2,54,792.586348
-48.2,24,792.636421
2.6,37,792.712332
279.2,65,792.825975
18.5,66,792.954851
-19.6,66,793.068655
-13.5,59,793.166884
45.4,62,795.918186
284.8,88,796.090782
271.4,64,796.194612
0.5,48,796.282159
23.1,59,796.38436
-23.2,65,796.520625
-47.8,24,796.572127
312.2,68,796.706885
-102.0,34,796.778746
267.5,44,796.870123
-6.3,66,796.99969
-18.1,65,797.12755
279.2,41,797.201277
65.4,39,797.276473
-29.0,36,797.33917
4.6,73,797.472451
0.6,28,797.526654
293.4,67,797.640891
277.2,57,797.75275
-36.7,59,797.857984
54.6,46,797.952509
287.2,66,798.070217
46.2,55,798.170206
302.2,61,798.281137
303.9,67,798.399753
-33.0,53,798.484411
297.5,66,798.589006
2.7,82,798.729331
6.6,64,798.843812
-36.6,45,798.92505
-85.0,54,799.010753
-30.9,56,799.113456
-34.0,67,799.234042
-6.1,71,799.376971
21.8,95,799.548844
-65.9,42,799.632055
51.6,43,802.098892
250.8,74,802.217108
-32.8,30,802.26378
-16.1,45,802.33683
48.2,45,802.416431
-11.4,27,802.46584
262.5,42,802.585384
-33.4,49,802.752998
269.5,58,802.858112
32.8,66,802.964165
282.6,66,803.075258
337.2,79,803.215967
-75.7,39,803.282656
41.3,52,803.371405
48.1,49,803.45219
277.8,71,803.563276
28.2,62,803.662934
-59.0,42,803.736872
63.9,78,803.85914
3.6,36,803.915407
3.5,73,804.030088
292.1,61,804.12492
282.3,74,804.286257
307.2,49,804.462135
312.2,50,804.624415
-16.5,47,804.712215
314.8,65,804.819153
-6.4,47,804.9045
270.9,71,805.041528
300.7,67,805.153657
-39.3,37,805.221827
304.5,60,805.321548
-13.1,31,805.371197
292.2,62,805.51103
23.6,63,805.614381
55.1,57,805.717739
66.0,63,805.824909
270.0,65,808.222684
-45.9,27,808.266717
34.5,68,808.379138
302.2,71,808.501635
314.5,67,808.620266
-4.3,27,808.665812
22.6,50,808.74436
-15.3,51,808.825101
286.7,71,808.938457
-19.0,51,809.019678
-162.5,50,809.10691
39.2,47,809.181644
307.2,67,809.28662
83.7,70,809.399983
280.6,62,809.497358
-13.8,53,809.58217
46.5,61,809.696493
272.2,53,809.78032
71.7,85,809.914376
-104.0,64,810.014671
47.6,67,810.120697
-63.0,55,810.209364
272.3,51,810.298501
266.1,68,810.408033
4.7,71,810.518894
63.3,69,810.628831
-94.8,42,810.694654
41.5,56,810.783338
322.2,76,810.910168
287.2,55,810.997277
0.4,73,811.1125
287.4,52,811.196545
317.2,64,811.302499
306.2,68,811.432943
317.2,56,814.135719
49.2,82,814.268795
-30.8,50,814.347043
72.0,63,814.448801
-1.0,71,814.567421
-84.1,54,814.654071
60.2,89,814.794241
-5.0,74,814.909504
-11.4,57,814.998973
43.5,66,815.111557
-4.1,36,815.172229
64.5,80,815.301125
-17.2,63,815.401012
288.9,88,815.53885
0.6,60,815.632305
322.9,78,815.762986
-62.1,42,815.829515
-105.7,39,815.897599
-30.5,53,815.981787
-110.6,45,816.053209
303.3,63,816.152754
311.0,48,816.227183
-50.8,38,816.295227
33.6,59,816.388156
286.5,79,816.516983
62.0,65,816.620359
275.3,56,816.709506
310.7,62,816.809639
334.5,56,816.915999
322.8,78,817.04121
277.4,69,817.148896
302.2,54,817.234601
50.4,67,817.339374
-50.2,26,817.381756
292.2,62,819.616145
-35.4,43,819.685012
293.4,57,819.776109
328.3,61,819.881533
310.2,54,819.969568
273.1,69,820.086879
35.8,74,820.205702
337.2,58,820.299034
29.6,50,820.379555
22.1,55,820.479816
326.0,58,820.57212
-21.7,79,820.696133
-108.3,54,820.783085
-96.8,55,820.871356
365.8,82,821.003922
-22.6,33,821.07585
7.1,63,821.178578
55.4,55,821.265587
36.9,63,821.364804
3.6,42,821.435171
30.4,53,821.518986
292.2,84,821.649117
100.7,91,821.801203
-40.0,52,821.883514
63.4,68,821.991645
44.6,77,822.120325
220.7,66,822.230871
3.0,61,822.337776
280.7,69,822.449289
302.7,65,822.552427
17.0,43,822.622219
-6.2,81,822.74917
50.2,61,822.844721
24.6,85,825.075724
-70.0,26,825.117636
-48.3,62,825.226942
297.9,71,825.3469
-75.6,55,825.436216
-51.5,44,825.505658
31.4,66,825.609104
57.9,65,825.710235
273.2,75,825.826778
-69.5,36,825.891374
25.6,80,826.017713
289.8,71,826.127655
267.9,68,826.234355
350.2,66,826.349583
52.5,67,826.45766
-78.4,48,826.542178
310.2,56,826.630989
-31.1,51,826.712424
302.2,54,826.797882
4.8,54,826.88411
286.1,60,826.979005
287.2,54,827.068096
302.8,83,827.205904
5.4,77,827.326069
82.0,79,827.456431
281.8,74,827.571663
-49.6,61,827.677459
287.2,52,827.761862
-104.1,73,827.878838
30.4,49,827.956345
-6.0,41,828.021762
302.2,67,828.128031
-33.7,60,828.222207
48.2,51,828.318915
50.4,59,830.579656
-36.6,48,830.657289
2.5,50,830.745638
-14.6,49,830.825313
269.9,79,830.950266
13.6,42,831.01802
255.9,67,831.124451
313.9,58,831.215073
58.1,87,831.362456
-66.7,63,831.462948
307.2,73,831.57705
271.7,76,831.695613
-57.8,48,831.77188
297.2,75,831.896586
-1.4,67,832.000398
-47.3,43,832.069282
57.4,63,832.16735
-28.9,64,832.265566
40.2,71,832.376901
291.1,77,832.515728
320.7,64,832.614494
-48.8,78,832.737962
341.1,69,832.846235
81.3,73,832.960994
-108.6,54,833.04676
307.2,54,833.139858
81.2,59,833.233265
50.2,49,833.311575
-0.1,50,833.391319
19.2,61,833.496898
265.8,92,833.642965
-60.0,22,833.68741
-43.0,64,833.787605
72.2,58,836.03938
45.8,48,836.12438
-19.3,72,836.236061
70.9,53,836.320265
285.4,66,836.426535
33.6,56,836.515552
55.4,52,836.602743
45.8,70,836.722008
-55.9,54,836.807549
41.8,39,836.870234
-84.1,38,836.929981
-48.2,39,836.993948
-27.0,46,837.067516
-56.9,32,837.118538
-6.4,33,837.172309
62.7,48,837.248422
55.4,54,837.341451
277.2,59,837.435394
281.9,69,837.543106
286.2,52,837.631702
19.4,48,837.712051
298.5,73,837.825666
-25.2,57,837.924643
-5.4,57,838.014667
272.2,46,838.088158
-11.6,70,838.196955
-51.3,55,838.281724
98.6,67,838.387014
45.7,45,838.465276
297.2,58,838.561413
0.9,77,838.692276
287.2,89,838.836683
16.7,69,838.944884
46.0,50,839.025849
14.8,64,839.136509
8.6,57,839.226685
11.0,62,841.468641
26.5,59,841.568792
259.0,76,841.687224
-20.9,62,841.797693
-22.9,41,841.863787
-9.5,46,841.93756
317.6,69,842.044729
275.5,66,842.155141
74.1,70,842.264828
-5.7,78,842.386704
244.2,78,842.51272
292.2,55,842.598135
50.3,73,842.720638
-39.7,86,842.869984
33.0,58,842.960063
40.0,51,843.041286
316.2,63,843.14035
-1.5,39,843.202881
-33.1,50,843.289361
-41.9,73,843.405422
-28.1,58,843.496329
-60.2,69,843.604351
-59.9,35,843.662165
29.2,76,843.781847
246.4,70,843.89823
-85.3,53,843.981605
56.8,57,844.073319
14.1,42,844.148526
-9.4,51,844.232084
272.3,61,844.326615
287.2,53,844.414715
94.6,80,844.550202
277.2,44,844.618789
12.2,64,844.720555
-58.2,23,846.921642
27.4,47,847.000386
83.3,70,847.118564
-16.4,49,847.195132
-8.9,52,847.277513
332.2,58,847.368211
32.5,53,847.453795
-43.2,49,847.538298
312.2,70,847.646772
1.3,74,847.762495
57.7,70,847.872314
-68.9,54,847.957235
55.1,65,848.059616
-9.3,48,848.143842
282.5,70,848.253699
302.2,63,848.35238
-7.9,61,848.449735
73.9,87,848.58564
42.9,90,848.733005
20.6,46,848.805144
273.5,77,848.925303
328.4,98,849.083649
34.9,57,849.17269
223.8,79,849.305688
41.0,72,849.420064
23.9,68,849.526087
21.3,52,849.608362
321.2,61,849.704264
27.0,75,849.82186
301.2,70,850.012683
68.6,76,850.257674
242.2,58,850.377893
362.2,72,852.648
5.6,44,852.718745
-16.4,68,852.82592
12.7,71,852.948435
-11.2,37,853.008347
306.9,73,853.12408
34.2,31,853.173332
20.1,64,853.282623
-88.6,46,853.355929
16.5,56,853.448194
292.2,79,853.580073
-9.1,48,853.65523
85.4,58,853.747582
276.1,66,853.851693
74.4,79,853.975868
312.2,57,854.069258
-20.2,56,854.163244
240.0,77,854.298866
297.2,59,854.390813
45.4,59,854.487397
287.2,55,854.574293
312.2,61,854.677921
6.5,84,854.814169
-43.2,31,854.863421
282.2,49,854.939947
10.6,59,855.034667
279.8,62,855.134082
